case_id,time_s,avg_displacement_mm,avg_vm_kpa
stage6_tumor_large_central_hard100kPa,1.4649999999999999,5.562474474764035,1.69746906399
stage6_tumor_large_central_hard100kPa,1.47,5.3665647353533315,1.6368476198
stage6_tumor_large_central_hard100kPa,1.475,5.129418994982874,1.56349334496
stage6_tumor_large_central_hard100kPa,1.48,4.86656333471648,1.48229650292
stage6_tumor_large_central_hard100kPa,1.4849999999999999,4.587803603875349,1.39633285649
stage6_tumor_large_central_hard100kPa,1.49,4.303903419146973,1.30891038869
stage6_tumor_large_central_hard100kPa,1.4949999999999999,4.027632976788638,1.22386667041
stage6_tumor_large_central_hard100kPa,1.5,3.768642713936229,1.14406829089
stage6_tumor_large_central_hard100kPa,1.505,3.5347157457565554,1.0718858604
stage6_tumor_large_central_hard100kPa,1.51,3.334860898068553,1.01016392844
stage6_tumor_large_central_hard100kPa,1.515,3.1723081226985994,0.960042750209
stage6_tumor_large_central_hard100kPa,1.52,3.0444884286095064,0.920832501209
stage6_tumor_large_central_hard100kPa,1.525,2.949082487745211,0.891895660131
stage6_tumor_large_central_hard100kPa,1.53,2.8847615057530644,0.872986473356
stage6_tumor_large_central_hard100kPa,1.535,2.841175179416367,0.860989397838
stage6_tumor_large_central_hard100kPa,1.54,2.8096447481973708,0.853203767718
stage6_tumor_large_central_hard100kPa,1.545,2.781656214154239,0.846838184122
stage6_tumor_large_central_hard100kPa,1.55,2.7463019319788042,0.838223673459
stage6_tumor_large_central_hard100kPa,1.555,2.695317250496639,0.824538294771
stage6_tumor_large_central_hard100kPa,1.56,2.6215723403469773,0.803441617413
stage6_tumor_large_central_hard100kPa,1.565,2.5173747567491467,0.772478412056
stage6_tumor_large_central_hard100kPa,1.5699999999999998,2.3764608316057747,0.729683555024
stage6_tumor_large_central_hard100kPa,1.575,2.201069404004059,0.675818781239
stage6_tumor_large_central_hard100kPa,1.58,1.9921161682699307,0.611213373439
stage6_tumor_large_central_hard100kPa,1.585,1.7499712122295008,0.536039920511
stage6_tumor_large_central_hard100kPa,1.5899999999999999,1.4822499079182698,0.452784692564
stage6_tumor_large_central_hard100kPa,1.595,1.1983973258980563,0.364526349177
stage6_tumor_large_central_hard100kPa,1.6,0.907072237128979,0.274138035228
stage6_tumor_large_central_hard100kPa,1.605,0.619322353748988,0.185339197947
stage6_tumor_large_central_hard100kPa,1.6099999999999999,0.34557424662829356,0.102092086205
stage6_tumor_large_central_hard100kPa,1.615,0.11390147431623023,0.0343882802437
stage6_tumor_large_central_hard100kPa,1.6199999999999999,0.16115498805698608,0.0479960335829
stage6_tumor_large_central_hard100kPa,1.625,0.31584117974613585,0.099609738083
stage6_tumor_large_central_hard100kPa,1.63,0.44313685127820857,0.139068368976
stage6_tumor_large_central_hard100kPa,1.635,0.5289136345138251,0.165176499706
stage6_tumor_large_central_hard100kPa,1.64,0.5721220113678794,0.178242575184
stage6_tumor_large_central_hard100kPa,1.645,0.5764671790307518,0.179437391173
stage6_tumor_large_central_hard100kPa,1.65,0.548347712795312,0.170631247892
stage6_tumor_large_central_hard100kPa,1.655,0.49590935125698266,0.15422606812
stage6_tumor_large_central_hard100kPa,1.66,0.4283584477280962,0.132935001605
stage6_tumor_large_central_hard100kPa,1.665,0.3553097504459921,0.109641845807
stage6_tumor_large_central_hard100kPa,1.67,0.2861423981290548,0.0874342511421
stage6_tumor_large_central_hard100kPa,1.675,0.22949296651126616,0.0691856145268
stage6_tumor_large_central_hard100kPa,1.68,0.19317304067485927,0.057662576095
stage6_tumor_large_central_hard100kPa,1.685,0.18395571262537022,0.0558483980579
stage6_tumor_large_central_hard100kPa,1.69,0.20484977938417534,0.0618254949385
stage6_tumor_large_central_hard100kPa,1.6949999999999998,0.2553332293654232,0.07486319092
stage6_tumor_large_central_hard100kPa,1.7,0.33289498978579923,0.0971249165047
stage6_tumor_large_central_hard100kPa,1.705,0.432379158851769,0.128009903232
stage6_tumor_large_central_hard100kPa,1.71,0.5463893099609203,0.164532798202
stage6_tumor_large_central_hard100kPa,1.7149999999999999,0.6658435289154935,0.203292870981
stage6_tumor_large_central_hard100kPa,1.72,0.7805267202111433,0.240745744166
stage6_tumor_large_central_hard100kPa,1.725,0.8797531864464708,0.273215935337
stage6_tumor_large_central_hard100kPa,1.73,0.953148976150786,0.297178067219
stage6_tumor_large_central_hard100kPa,1.7349999999999999,0.9914796666116823,0.309599050767
stage6_tumor_large_central_hard100kPa,1.74,0.9874471232219054,0.308243082279
stage6_tumor_large_central_hard100kPa,1.745,0.9363746497290533,0.291854930258
stage6_tumor_large_central_hard100kPa,1.75,0.8366757773467978,0.260201482122
stage6_tumor_large_central_hard100kPa,1.755,0.6900118341635295,0.214035043677
stage6_tumor_large_central_hard100kPa,1.76,0.5007616423237613,0.154914171228
stage6_tumor_large_central_hard100kPa,1.7650000000000001,0.2772373838008969,0.085549344246
stage6_tumor_large_central_hard100kPa,1.77,0.05269094552938344,0.0138983112378
stage6_tumor_large_central_hard100kPa,1.775,0.2455294524137808,0.0756142285175
stage6_tumor_large_central_hard100kPa,1.7799999999999998,0.5140352883226358,0.157580373307
stage6_tumor_large_central_hard100kPa,1.785,0.7762005471216552,0.237727293144
stage6_tumor_large_central_hard100kPa,1.79,1.0208445337313825,0.312654683532
stage6_tumor_large_central_hard100kPa,1.795,1.2392397033587714,0.379772396946
stage6_tumor_large_central_hard100kPa,1.7999999999999998,1.425316956740875,0.43719723034
stage6_tumor_large_central_hard100kPa,1.805,1.5760242882116546,0.48385451285
stage6_tumor_large_central_hard100kPa,1.81,1.6914079038306369,0.519527817117
stage6_tumor_large_central_hard100kPa,1.815,1.7744361320680035,0.54488509954
stage6_tumor_large_central_hard100kPa,1.8199999999999998,1.8306582452973772,0.56147939809
stage6_tumor_large_central_hard100kPa,1.825,1.8677196625702506,0.571636742419
stage6_tumor_large_central_hard100kPa,1.83,1.894699444414579,0.578231600925
stage6_tumor_large_central_hard100kPa,1.835,1.9214689608780935,0.584458995537
stage6_tumor_large_central_hard100kPa,1.8399999999999999,1.9578803622604943,0.593569106719
stage6_tumor_large_central_hard100kPa,1.845,2.012793091831075,0.608524944807
stage6_tumor_large_central_hard100kPa,1.85,2.093714181789227,0.631837344563
stage6_tumor_large_central_hard100kPa,1.855,2.2032518720965473,0.664489776885
stage6_tumor_large_central_hard100kPa,1.8599999999999999,2.3336752542732717,0.704358310705
stage6_tumor_large_central_hard100kPa,1.865,2.474461735498526,0.748352348407
stage6_tumor_large_central_hard100kPa,1.87,2.615646141892319,0.793386912442
stage6_tumor_large_central_hard100kPa,1.875,2.748014418493284,0.836310017993
stage6_tumor_large_central_hard100kPa,1.88,2.863221057287864,0.874154102883
stage6_tumor_large_central_hard100kPa,1.885,2.954066894126033,0.904324643078
stage6_tumor_large_central_hard100kPa,1.8900000000000001,3.0148974214568445,0.924755928095
stage6_tumor_large_central_hard100kPa,1.895,3.0419804202783745,0.934050354033
stage6_tumor_large_central_hard100kPa,1.9,3.0337739606721192,0.931634244174
stage6_tumor_large_central_hard100kPa,1.9000000000000001,3.033773960672118,0.931634244174
stage6_tumor_large_central_hard100kPa,1.925,2.564938588111288,0.778897887077
stage6_tumor_large_central_hard100kPa,1.9500000000000002,2.04159037875968,0.616969394327
stage6_tumor_large_central_hard100kPa,1.975,2.267108448876779,0.687811925255
stage6_tumor_large_central_hard100kPa,2,2.9376033672345065,0.898572189147
stage6_tumor_large_central_hard100kPa,2.0250000000000004,2.976054190342054,0.908400755076
stage6_tumor_large_central_hard100kPa,2.0500000000000003,2.282438482683218,0.693312539587
stage6_tumor_large_central_hard100kPa,2.075,2.0057535300038425,0.605599497447
stage6_tumor_large_central_hard100kPa,2.1,2.5744802033813463,0.780877745965
stage6_tumor_large_central_hard100kPa,2.125,3.0425211535344,0.93491839955
stage6_tumor_large_central_hard100kPa,2.1500000000000004,2.7300957571822644,0.830822546103
stage6_tumor_large_central_hard100kPa,2.1750000000000003,2.1179288935649474,0.639500237449
stage6_tumor_large_central_hard100kPa,2.2,2.134249510542387,0.648429410184
